"Location","Site","Section","sample","top","bottom","mp","water_content_pc","water_content_err","dry_mass_pc","dry_mass_err","density_gcm3","density_gcm3_err","K_ICP_clr","Ca_ICP_clr","Ti_ICP_clr","Mn_ICP_clr","Fe_ICP_clr","Co_ICP_clr","Ni_ICP_clr","Cu_ICP_clr","Zn_ICP_clr","Rb_ICP_clr","Sr_ICP_clr","Zr_ICP_clr","K_ICP_sd_clr","Ca_ICP_sd_clr","Ti_ICP_sd_clr","Mn_ICP_sd_clr","Fe_ICP_sd_clr","Co_ICP_sd_clr","Ni_ICP_sd_clr","Cu_ICP_sd_clr","Zn_ICP_sd_clr","Rb_ICP_sd_clr","Sr_ICP_sd_clr","Zr_ICP_sd_clr"
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,84.86,4.24,15.14,1.51,0.207,0.02,2.65881809656193,3.81916503067277,0.512294465192062,-1.24909390615969,5.90457950084816,-1.31973648932132,-2.19796080846846,-1.00644943218276,0.411670633439747,-3.99237279914565,-0.309086647668223,-3.23182764376857,5.42735524139436,3.90897729447589,0.325458356019779,-1.46630111320828,4.50496072658219,-2.20027028828848,-2.67027391753421,-1.28397955641432,0.524309214764945,-3.76888620620232,-0.487974990414668,-2.81337476117488
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,81.19,4.06,18.81,1.88,0.209,0.02,1.48222738348516,3.82981855154776,0.592031762393862,-0.958565650017305,6.2148451745164,-1.42486187447472,-2.31460796796667,-0.597400800805721,0.344298576141446,-3.77495699491548,-0.27917334986827,-3.11365481003646,4.83008873713133,3.50746747087258,0.549956410138785,-0.836337950981106,6.17216723110117,-1.91514761235304,-3.24428355963298,-0.898213354699194,-0.143190770421161,-3.36206659528936,-0.605226230017719,-4.05521377584931
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,80.64,4.03,19.36,1.94,0.218,0.02,1.66869085561842,3.8662510597408,0.801046413372044,-0.819241515086122,6.39647963128672,-2.00400604577379,-2.28812728360256,-0.46309398293181,-0.214230310582501,-3.6887416984972,-0.272171631384155,-2.98285549215983,5.31792470618555,3.83816461705998,0.632711812523924,-0.465900476144186,6.85330198262366,-1.85219483726408,-2.67317538933391,-1.35749859542797,-0.398241827670371,-3.27931119290422,-2.23785731807606,-4.37792348157233
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,79.31,3.97,20.69,2.07,0.287,0.03,2.27402032826449,3.61263422445717,1.34765031739563,-0.796040351699599,5.89331320213935,-1.9652340745398,-2.700595315073,-1.2574880945587,-0.315903056739058,-2.98441531375884,-0.490827657291229,-2.61711420859643,5.36586803161544,3.90788174203943,1.85510844744175,-0.39618335116474,5.58775292952245,-2.47562489284458,-3.20959406792478,-2.03093907158313,-0.767247032555572,-3.49727614037656,-1.13015252624494,-3.20959406792478
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,85.16,4.26,14.84,1.48,0.177,0.02,1.61658309491574,4.04449381360036,0.816642000275005,-0.417846347976882,6.71463995401362,-2.23384078805039,-2.46458893874982,-0.757761123058149,-0.257477615821394,-3.8050574876643,-0.148034264528091,-3.10775229695569,4.9653607515081,4.54739548063571,1.27025074764353,-0.116043613476361,6.60598431557699,-3.01646570722603,-3.21713640268818,-1.30348711585109,-0.531559057438026,-3.8049230675903,-1.08362763973807,-4.31574869135629
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,82.3,4.12,17.7,1.77,0.241,0.02,2.7608556757202,3.22798906550644,0.824514977681034,0.467840033742301,6.09945873316847,-2.54861837032881,-2.93997258703857,-1.57803212375548,-0.187566818834797,-2.55537261739437,-1.13484417957009,-2.43625178889633,5.96495053809473,3.92373020923509,1.08214861550836,0.745676378887147,5.185971921685,-3.27170714219883,-4.37031943086694,-1.85801380689082,-0.601397269079462,-3.07103644673667,-0.96912204920478,-2.76088151843283
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,54.16,2.71,45.84,4.58,0.284,0.03,1.46299270874967,3.42326576180534,0.370689589274824,-0.827013602037516,7.7098269758675,-1.49262668240414,-1.78044388086113,-0.704427305714622,-0.00750913885105299,-3.99511710153229,-0.717038748828944,-3.44259857546763,4.96874104076265,3.34575890322079,0.254716449862472,-0.438430730697473,7.39398019649045,-1.38003927055592,-2.21038757262935,-1.23693842691524,-0.884717833325892,-5.04360091668556,-1.11177528396124,-3.65730655556567
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,79.93,4,20.07,2.01,0.234,0.02,1.32023442523291,3.82670183412749,0.575793950285416,-0.670914509301246,5.47248498503245,-1.52509042949797,-2.19082074918197,-0.400242488144942,0.556829837734227,-3.82503176682128,-0.0949343569861161,-3.04501073247897,4.62549425968232,4.08981451157562,0.6819725871948,-0.9274653252393,5.09112788925693,-1.97728744973798,-2.82458531012518,-0.937515661092802,0.458829035880591,-3.92319759879329,-1.02177600471054,-3.33541093389117
"Bird Island","BI10","BI10.9",353,345.7,346.7,346.2,59.15,2.96,40.85,4.08,0.538,0.05,1.85379122449233,2.88219925448719,0.756872416330553,-0.837451858293499,7.94112049715347,-1.0700146315242,-1.7229709315009,-0.694001075888538,-0.688816359154351,-3.82323380099432,-1.24054478225661,-3.35694995285112,5.08498391539701,3.3401413659567,1.26069982427687,-0.348738088157233,6.45143198014497,-1.69581173612384,-2.31485094453007,-1.29034662801568,-1.04188526871718,-3.34447036171122,-2.24585807304311,-3.85529598547721
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,75.52,3.78,24.48,2.45,0.271,0.03,2.76838053649704,3.85431549563534,1.6874454758128,-0.852780743561942,4.90461772275622,-3.36276103090206,-2.81436870533649,-0.881768280435195,-1.0755275481937,-2.49447951821426,0.0316424913386884,-1.76471589539644,5.69588914404366,4.60337815557173,2.12574426511281,-1.00974995081634,4.2632496077474,-4.22862577568455,-3.82316066757638,-1.74371912589655,-1.29743202326813,-1.78627874031534,-0.739722813603284,-2.05957207531502
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,75.43,3.77,24.57,2.46,0.307,0.03,1.64614421320484,3.50180007401336,0.847740256807686,-1.08170861519355,6.09654261148542,-0.989650470775607,-1.90333872883218,-0.897602936606099,-0.0347907038422669,-3.72276794747949,-0.402225796827667,-3.06014195595443,4.41458338722244,3.33906681334898,0.920409549102178,-0.951392627799413,6.05620798615244,-0.956405169622958,-1.72792141729841,-1.59574964418993,-0.966506265609462,-3.76480334455945,-0.309538741627019,-4.4579505251194
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,77.83,3.89,22.17,2.22,0.218,0.02,2.0490629281984,3.56885276175746,1.41937610155568,-0.797456947168919,5.64355275568039,-1.90671981180459,-2.47077353248174,-1.17139460668394,-0.364774845572483,-3.19555025937778,-0.261368962500354,-2.5128055816021,5.42474774860114,3.71118902668056,1.54875056542976,-1.01619879203178,5.69188529182129,-2.09500845340371,-2.91331877691766,-1.17871772152955,-1.43171423599344,-5.62136897801987,-0.260076812310444,-1.86016886232631
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,77,3.85,23,2.3,0.292,0.03,2.10936796451292,3.67284515464315,1.12738623932108,-0.933773257521308,5.98674085992036,-2.31717326061483,-2.35007869705724,-0.603010872904002,-0.500392270065614,-3.1476575800987,-0.206574778044253,-2.83767950209155,5.33864770302746,3.77890945914563,0.9755490782391,-0.816210390988955,5.6638341709377,-3.81194266454295,-3.47547042792173,-0.990563778133733,-1.3783293091425,-2.64879185473727,-0.158690388072161,-2.47694159781061
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,72.13,3.61,27.87,2.79,0.365,0.04,2.00771007071255,3.51511359728071,1.23826130169468,-0.939731913713656,5.70940066384451,-1.97738350259208,-2.3369427865749,-0.871005744455249,-0.155504265202755,-3.22813237171575,-0.323003064440617,-2.63878198483744,5.48205244111128,3.75597762495142,0.279878935116149,-0.818733353551961,5.21435286824684,-2.47946456037361,-2.65131481730027,-2.33286108618174,-0.56409113517838,-2.53353178164389,-0.818733353551961,-2.53353178164389
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,78.69,3.93,21.31,2.13,0.239,0.02,2.89873385579761,3.79645969804747,1.56905276370008,-0.606394448712773,5.40856737266216,-2.98970275297926,-2.88777733405622,-1.18112387445824,-1.03670651805714,-2.52691536376327,-0.158639036823084,-2.28555436135734,6.03573790060205,4.11342766688761,1.83104528121109,-0.877004919891123,4.8099704364487,-3.08427983308084,-3.87273719344511,-2.99726845609121,-1.02782780962571,-2.43765266815579,-0.102277752338755,-2.3911326525209
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,72.08,3.6,27.92,2.79,0.33,0.03,2.48045522799542,3.68081495563669,1.43647083169243,-0.912578843027572,5.58027056226475,-2.33614459894469,-2.73530053785959,-0.773135084883766,-0.40026652006865,-3.09467453876749,-0.409367500317202,-2.51654395372032,5.45832196746129,4.00378831439275,0.619398051046975,-1.17236141818108,5.63114383942726,-2.83309262500273,-3.69809006248934,-1.68318704194707,-0.82170454656791,-2.73300916644575,-0.171729537873174,-2.59947777382123
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,80.3,4.02,19.7,1.97,0.222,0.02,3.27307602642867,3.86583217104054,2.21397793735137,0.545032385645978,4.84132420044714,-4.01727409591033,-3.38726781222132,-2.10024865067764,-1.21497382323411,-2.07086457106436,-0.0459930952049421,-1.90262067260101,6.18752250478457,3.86414664212145,2.12954558673334,1.03093329806523,4.79875595451929,-4.42153474831006,-3.57423688792286,-2.68693369292196,-1.80657497027387,-1.93662809852206,-0.62979790875642,-2.95519767951664
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,77.71,3.89,22.29,2.23,0.309,0.03,2.71982610170323,3.73749210298999,1.8388222249188,-0.791152390122143,5.67939234907136,-3.08240948281098,-2.81017782018096,-0.894826564739533,-1.03491852505802,-2.79786122677537,-0.361097587140983,-2.20308918185537,5.18565548295458,3.85209741791563,1.92876159089885,-0.843827131340927,5.74234452351375,-3.43409429678675,-3.30893115383275,-1.12486466107404,-1.17233119831296,-2.92326867302076,-1.1933846075108,-2.70815729340382
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,81.46,4.07,18.54,1.85,0.228,0.02,2.15546354160085,3.88054511659849,1.08840446693432,-0.90402569775589,5.43833043520176,-2.10633322276276,-2.41663942555445,-0.527303058513379,-0.421393808360681,-3.41117795649121,-0.146808855955999,-2.62906153494104,5.48137132646559,4.73487816520035,1.6483915283779,-0.654193564616148,5.4942747313015,-3.31345360154893,-3.31345360154893,-1.49816363491068,-1.01086850855488,-3.64992583817014,-1.36754345249361,-2.55131354950203
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,71.76,3.59,28.24,2.82,0.336,0.03,2.55532472664085,3.70422391259628,2.39117647687646,0.323842093436245,4.81825420031977,-3.10986564699703,-3.01271972210791,-1.44210434883377,-1.16478080747962,-3.03034132345773,-0.0117609558203807,-2.02124860517315,5.6314121830551,4.50660667351005,2.47078575430611,0.836655229281637,5.03009069414797,-3.76851495670645,-3.65073192105007,-2.06376686446803,-1.9767554874784,-4.05619702915823,-0.330503601921583,-2.62908067351809
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,82.02,4.1,17.98,1.8,0.186,0.02,2.40755035448414,3.89770918481911,1.44173507245435,-0.445615120835731,5.21189716000514,-2.67587955225015,-2.56125971117953,-0.749351299520119,-0.866193866753943,-3.0969699782614,-0.13656574169783,-2.42705650126403,5.40567191422617,4.40757458358236,1.54946368790442,0.009018646957268,4.56289553855781,-3.20985717791093,-3.74885367864362,-1.18390432118208,-1.10979634902836,-3.05570649808367,-1.10979634902836,-2.51670999735099
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,77.55,3.88,22.45,2.24,0.282,0.03,2.94399679072244,3.2763182085165,1.40711231174054,-0.442466728376339,5.41689397809831,-2.62409921095272,-2.65812548200996,-1.12890179180126,-0.906772336507436,-2.37278478267182,-0.52064892298022,-2.39052203377804,5.84787238896177,3.81394249336482,1.60820722636069,-0.263594950540903,5.14133215106539,-3.4824707754091,-3.4824707754091,-2.09617641428921,-1.69071130618105,-2.9969629596274,-0.363415285823114,-2.03555179247278
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,75.06,3.75,24.94,2.49,0.315,0.03,2.93654357361843,3.34916861684869,2.18736450190333,-1.20689059880019,5.10757990949076,-2.50995430577036,-2.84698225232529,-1.27218412186113,-1.02992929447481,-2.44606703831911,-0.676373341688965,-1.59227564862136,5.9354927409434,3.59692904691412,2.41579573455801,-1.01819146992714,4.77786628083823,-3.5439201142354,-4.01392374348113,-2.1576257531155,-1.59800996518008,-2.1576257531155,-0.74055973332886,-1.49622727087014
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,78.71,3.94,21.29,2.13,0.257,0.03,2.40558597378964,3.77425873355971,1.51693023215379,-0.969747897282593,5.56044715773831,-2.67046158549278,-2.44498974441898,-0.605548144375855,-0.834064566419786,-3.06203758144028,-0.301482176930843,-2.36889040088033,5.12489442641579,3.90111899479367,1.2555891506728,-1.14230612212557,4.76032721127579,-3.34958103531529,-2.8571045502175,-1.18312811664583,-1.23661680159682,-2.8571045502175,-0.134348201725595,-2.28174040531394
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,80.23,4.01,19.77,1.98,0.227,0.02,2.55934493092859,4.62989287488275,1.64044663564736,-0.0734818489360282,5.41563552331833,-4.03756121632023,-3.31063971864168,-0.892816851844014,-1.38657962617523,-2.87727710699662,0.369530331767388,-2.03649392763061,5.67699974759721,4.93478067304486,1.7507921071771,-0.195118041878209,5.21652800997683,-4.8002882278663,-4.10714104730635,-2.3153815780783,-2.23533887040476,-2.85437807881099,0.593339318486061,-1.66479401193715
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,43.16,2.16,56.84,5.68,0.773,0.08,3.26989016928333,3.7900223747811,2.71602616878832,0.342497057389879,4.99110440691019,-3.86002889683169,-3.79796518692719,-2.17098296484218,-1.60923281032576,-2.30874690455466,0.0450775891591274,-1.40766100283046,6.01603348229387,4.11972027437793,2.90493655394778,0.329058125954052,4.46308117199433,-4.83572784796946,-4.27611206003404,-2.78803500460421,-2.46082209339579,-2.25173029553723,-0.0735539131717061,-1.14684839385553
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,68.15,3.41,31.85,3.18,0.378,0.04,3.10516538618589,3.90751185871083,2.53057794035051,-0.132930485128918,4.85135405674639,-3.98724517293642,-3.46850701079717,-1.77354236486781,-1.30971841364576,-2.36204430083706,-0.0142677485141093,-1.34635374526637,6.65583055378552,4.85587431735329,2.62090941203422,-0.637187125987258,2.82854877681247,-3.85606295085546,-3.63291939954125,-2.9397722189813,-3.29644716292004,-1.77662140917562,0.359761508904351,-1.18191430142893
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,61.49,3.07,38.51,3.85,0.507,0.05,3.11199693604724,3.73546981408875,2.74002457672019,0.238377799069693,4.96664733918677,-3.5039974069083,-3.66723492799753,-1.95582882882208,-1.4305097826212,-2.45451455298115,-0.209467993569348,-1.57096297221303,5.76344645357624,4.15151166094355,2.91579015830303,0.462632206829613,4.80967912260747,-4.14253797915848,-4.276069371783,-2.39333812434922,-1.779328264348,-2.41531703106799,-1.17855440391907,-1.91791442763414
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,35.37,1.77,64.63,6.46,1.004,0.1,3.1697042899896,3.86555362163077,2.9898068179808,0.320456219374695,4.78971257358312,-3.91285739850719,-3.70546220416111,-2.28945494572271,-1.8368396801769,-2.37885044837708,0.16745690668702,-1.179225752301,5.35193283415853,4.54628307325389,1.69557657175016,0.0861386593160569,5.14619883673984,-4.11356641856387,-3.82588434611209,-2.36726932341257,-1.87997419705678,-2.2469056411627,-0.533758059504296,-1.85877198940617
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,70.45,3.52,29.55,2.96,0.349,0.03,3.28664821571478,3.75405780978347,2.72130849959338,-0.696845747626583,4.04543636972153,-3.76468131508192,-3.13919278299579,-0.946534169380346,-1.87450124363515,-2.0286519234624,0.0618856028418324,-1.4189293154728,6.09718351835686,3.8180286771712,2.63144761555713,-0.735848214429344,3.43853905546629,-4.93555329230927,-3.63627030817901,-1.21388401537234,-1.84451083895096,-1.73010048777321,0.156149824875766,-2.04518153441311
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,73.95,3.7,26.05,2.61,0.309,0.03,3.23040131591966,3.75136306274405,2.62233670970517,-0.800326731851868,3.75692083806639,-3.77551673310554,-2.86404350174735,-0.880841248923163,-1.47367128511563,-2.10443264840048,0.0762420291848898,-1.53843180647612,5.19567672188741,4.09859465540007,2.83042306155185,-0.592753226829078,3.97678978151586,-3.85418866611607,-3.16104148555613,-0.737778998879335,-1.59605533569286,-2.36471006876095,-1.19972271114797,-2.59523372737279
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,74.62,3.73,25.38,2.54,0.275,0.03,2.6088728603712,3.62612828640456,1.86812670101198,-1.1110762705908,5.19800708392309,-2.13958155455057,-2.87152771235591,-1.37820597008926,-0.309074685118772,-2.84797504568339,-0.506402041306411,-2.13729165201572,5.70699370719512,4.00980159394564,1.89799476776378,-1.04644421140266,3.98399370998977,-2.01402823766437,-3.16670774760276,-2.35577753138643,-0.906682269027506,-2.51612018146161,-1.07690341888737,-2.51612018146161
"Bird Island","BI10","BI10.13",519,491,492,491.5,61.88,3.09,38.12,3.81,0.425,0.04,1.86488409371623,4.04822939429628,0.922950931228734,-0.632761581849203,5.05039946884984,-2.1111712318769,-2.11998186155905,-0.442268375905929,-0.255801472454256,-3.56299425778607,0.0743643620250383,-2.83584946868471,5.07376689076451,3.15684427858245,0.736476149932022,-0.649818211187869,4.59720586097262,-2.11949418124681,-3.17554685549612,-1.11185367078443,0.087345854788851,-3.64555048474186,-0.52760057846362,-2.42177505311974
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,76.89,3.84,23.11,2.31,0.242,0.02,2.83341725242853,3.8835554825091,1.97977620553325,-0.748522156398911,4.51904308254164,-3.80516318303989,-2.61138711673447,-0.627411330649853,-1.18210619477108,-2.56490037730876,0.187793994350823,-1.86409565846037,6.15939558002432,3.9964494861436,1.90047864251255,-0.807571558589659,3.06362945231823,-4.7195945640178,-2.84779238711621,0.862020276664189,-2.77368441496249,-2.64015302233797,0.128521800580676,-2.32169929121943
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,72.95,3.65,27.05,2.71,0.409,0.04,3.12650740409677,3.72447204948989,2.35038785227693,-0.480747209077649,4.75944241585254,-3.27666476839017,-3.0431703483523,-1.24887151767843,-1.76448498187245,-2.38851188347494,-0.0464088563416274,-1.71195015652856,5.45773714270924,3.05984186991087,1.56434821682599,-0.3074539600756,4.37313286519725,-3.30318623362959,-2.89772112552143,-1.02762981302346,-1.26196590476995,-2.09921342930366,-1.17099412656423,-2.38689550175544
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,81.75,4.09,18.25,1.83,0.161,0.02,1.83339205923585,3.58922105090233,0.729490751815953,-1.01347855324267,5.24384066327257,-1.88905119209804,-1.35596886218945,0.254931306034356,-0.276438772625295,-3.8734092856376,-0.0645320670211992,-3.1779970984468,5.11370638748891,4.48849331706767,1.22188608937828,-0.975338487957939,4.12452793986626,-2.69013691604987,-1.89162921983209,-1.79631904002777,0.00673998445421885,-3.18261340114766,-0.78471812834929,-3.63459852489072
"Bird Island","BI10","BI10.13",530,505.3,507,506.2,81.92,4.1,18.08,1.81,0.215,0.02,1.81540256010082,3.78716608798247,0.616467549804843,-0.764814269491503,5.24385148493625,-1.99444682059802,-1.48945211714282,0.0864471541621339,-0.265251838004223,-3.97126757436115,0.235229202444027,-3.29933141983284,5.00409617431539,4.44280112486025,0.847447728757133,-1.09846242029818,5.58489852546809,-4.09419469385217,-1.89697011651595,-0.976244787573931,-0.622228241301809,-3.3057373334879,-0.127683503139956,-3.75772245723096
