"depth","surface","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","coh_inc"
84.1,6.59,19161,64007,1.23,51,966,2131,123,24175,185,193,154,55,82,1629,971,26327,5050,0.191818285
84.2,6.6,17835,60579,1.36,57,957,1995,154,23217,126,198,74,28,43,1290,1040,25237,4578,0.181400325
84.3,6.57,16618,56502,1.3,17,731,1641,126,21458,94,171,116,0,97,1123,831,23895,4802,0.200962544
84.4,6.54,18412,61665,1.34,25,806,2143,165,23187,187,189,59,38,7,1974,949,25471,5090,0.199835107
84.5,6.55,19293,66011,1.31,27,916,2405,196,26664,161,221,110,46,0,1919,958,25370,5206,0.205202996
84.7,6.63,18136,64619,1.39,36,1109,2461,208,26555,31,204,223,156,84,2034,1081,23835,4890,0.205160478
84.8,6.63,18717,68503,1.45,54,948,2885,241,29685,232,206,141,150,51,2226,1038,23954,5074,0.21182266
84.9,6.64,19410,73987,1.32,89,1508,3190,234,34678,203,157,123,16,59,2095,1007,23521,5019,0.213383785
85,6.64,18763,72348,1.29,75,1430,3126,219,34828,120,164,145,56,95,1745,1103,22817,4692,0.205636148
85.1,6.63,17497,66053,1.34,30,1175,2830,190,30359,193,184,137,0,45,1691,833,21932,4677,0.213250046
85.2,6.6,16699,62416,1.34,68,1341,2738,194,28079,125,103,91,31,48,1881,880,21160,4102,0.193856333
85.3,6.6,15464,57703,1.28,64,975,2485,148,27440,141,109,58,49,70,1456,831,18374,3996,0.217481223
85.4,6.62,14988,61655,1.37,52,1489,2129,198,32476,267,97,61,35,140,1694,834,16902,3837,0.227014554
85.5,6.64,15926,67325,1.31,83,1849,2318,260,36774,104,147,93,58,10,1881,783,17340,4254,0.24532872
86.1,6.58,19021,68395,1.47,35,1353,3641,180,29496,223,156,176,139,18,1721,902,23658,4782,0.202130358
86.2,6.58,18070,63386,1.3,55,1089,3156,175,26621,154,165,191,91,0,1592,773,22858,4676,0.204567329
86.3,6.59,17189,60098,1.35,26,962,2821,157,24282,246,150,161,28,105,1861,912,22043,4512,0.204690832
86.4,6.61,17783,63077,1.41,25,1027,2892,179,26522,249,172,36,99,149,2147,998,21961,4696,0.213833614
86.5,6.62,18524,67639,1.43,37,1276,3569,204,28855,280,227,160,174,0,2337,985,22553,4822,0.213807476
86.6,6.63,18563,67003,1.33,36,1245,3802,212,28085,318,192,142,205,0,2080,1075,22766,4735,0.207985593
86.7,6.64,18995,66571,1.38,57,1067,3749,184,26496,176,128,142,166,43,2241,1236,24086,4818,0.200033214
86.8,6.64,18748,65742,1.44,48,1078,3469,153,26101,398,165,152,70,97,1886,1103,24099,4747,0.196979128
86.9,6.65,17867,61732,1.37,27,1431,3103,172,23349,266,200,195,86,50,2043,990,23033,4946,0.21473538
87,6.64,18970,65202,1.36,22,1033,3202,125,25545,310,148,107,178,0,2000,1171,24212,5167,0.213406575
87.1,6.65,19732,71102,1.37,85,1505,4150,176,29839,408,177,166,157,0,1994,1120,24327,5002,0.20561516
87.2,6.65,18878,69823,1.4,32,1606,4233,181,29921,311,179,161,220,0,2075,1159,23073,4708,0.204048021
87.3,6.66,18377,67041,1.45,61,1551,4128,169,27880,227,161,123,136,116,1894,1053,22660,4556,0.201059135
87.4,6.65,17665,62313,1.34,59,1385,3896,147,24378,119,152,112,119,0,1761,1086,22603,4739,0.209662434
87.5,6.64,16879,57484,1.27,33,919,2737,153,20800,66,121,133,183,95,1895,1073,22889,4561,0.199266023
87.6,6.64,18519,66885,1.39,7,1202,3940,168,26970,271,185,197,168,19,2330,1198,23529,4903,0.208381147
87.7,6.65,19503,72471,1.39,61,1571,4483,187,31524,213,169,123,185,4,2413,1036,23817,5038,0.21152958
87.8,6.65,18389,67739,1.36,52,1411,4319,191,28404,96,197,193,148,0,1946,1189,22872,4835,0.211393844
87.9,6.66,17402,61528,1.3,45,1241,3432,98,24928,208,117,92,57,10,1965,985,22060,4695,0.212828649
88,6.65,17180,62265,1.19,40,1071,3510,156,25923,149,150,96,121,113,1829,1172,21884,4296,0.196307805
88.1,6.65,17288,60998,1.39,35,1055,3046,157,23253,199,142,197,160,0,2127,1136,22715,4730,0.208232446
88.2,6.66,17637,62559,1.28,37,1072,3260,118,24861,222,147,168,113,53,2058,1252,22563,4693,0.207995391
88.3,6.67,18295,67941,1.42,26,1052,3677,131,28878,292,176,167,92,0,2118,1047,23270,4960,0.213149979
88.4,6.69,18256,66659,1.42,46,1400,3941,184,27371,184,210,160,136,0,2152,1117,23135,4911,0.212275773
88.5,6.7,18598,70301,1.36,77,1665,4541,170,31252,285,146,194,152,0,2162,1001,22169,4729,0.213315892
88.6,6.71,16886,66688,1.34,45,1523,3735,140,32083,144,137,57,79,0,2010,873,19987,4309,0.215590134
88.7,6.7,15950,61946,1.33,52,1516,3743,147,28307,175,122,77,183,35,1798,989,19309,4012,0.207778756
88.8,6.67,16198,62923,1.36,56,1735,4188,181,28496,144,143,89,140,0,2017,947,19140,4155,0.217084639
88.9,6.65,15797,57656,1.33,39,1350,3464,169,23397,166,153,81,148,0,1943,919,19766,4369,0.221036123
89,6.63,17470,67687,1.42,61,1594,4224,216,32316,271,104,138,155,77,2072,1005,19552,4069,0.208111702
89.1,6.64,16555,63325,1.36,53,1523,3760,204,27676,146,206,175,166,36,2146,1070,19900,4595,0.230904523
89.2,6.62,16886,62785,1.4,63,1243,3358,149,26818,118,152,124,136,0,2147,1115,21287,4569,0.214638042
89.3,6.63,17467,63490,1.44,38,1308,3426,150,26284,98,182,143,166,74,2327,970,21934,4748,0.216467585
89.4,6.64,18117,66517,1.35,39,1192,3825,189,27845,224,186,183,145,43,2322,1062,22621,4954,0.219000044
89.5,6.67,18179,66981,1.34,48,1268,4091,162,29176,285,138,205,177,111,2204,1141,21866,4574,0.209183207
89.6,6.68,18082,67935,1.33,47,1410,4507,219,29598,305,152,144,158,33,2354,1021,21532,4576,0.212520899
89.7,6.69,17392,63980,1.32,54,1657,4114,179,27008,284,189,48,115,118,2227,950,20862,4549,0.218051961
89.8,6.7,17031,62255,1.3,47,1285,3865,169,25522,258,132,91,195,82,2055,1140,21281,4484,0.210704384
89.9,6.68,17148,63495,1.28,65,1357,3669,158,27558,182,169,155,140,0,2176,1063,20508,4611,0.224839087
90,6.67,16814,62643,1.29,23,1013,3146,132,27196,308,196,117,136,103,1798,1035,21164,4805,0.227036477
90.1,6.66,17145,62725,1.42,49,1048,3435,142,26455,179,156,117,108,103,2095,1025,21225,4689,0.220918728
90.2,6.66,17269,64714,1.59,64,1244,4056,167,27674,159,191,167,131,15,2236,1100,21149,4695,0.221996312
90.3,6.67,17683,67649,1.34,34,1575,4410,187,29793,81,151,177,132,53,2356,1102,21082,4663,0.221183948
90.4,6.68,17570,66672,1.35,54,1434,4526,209,29041,214,135,170,200,41,2167,1216,20750,4652,0.224192771
90.5,6.69,18150,70156,1.31,58,1563,4667,151,31624,119,159,172,156,0,2348,1144,21378,4751,0.222237815
90.6,6.7,18617,72665,1.42,60,1677,4976,161,32949,134,121,184,178,91,2421,1265,21692,4809,0.221694634
90.7,6.7,17710,68904,1.3,55,1616,4617,208,31823,164,89,158,151,0,2296,1110,20746,4434,0.213727948
90.8,6.7,16499,61508,1.35,37,1393,3617,176,26534,174,107,122,103,0,2136,1123,20223,4299,0.212579736
90.9,6.7,16661,64261,1.35,24,1355,3907,162,29749,136,116,142,151,0,2268,1028,19439,4314,0.221924996
91,6.69,17029,67671,1.37,55,1427,4003,224,32575,68,157,140,213,0,2224,1262,19426,4205,0.216462473
91.1,6.69,17016,67389,1.41,30,1416,4132,177,32326,0,182,190,131,0,2115,1071,19687,4450,0.226037487
91.2,6.69,17034,68252,1.3,48,1509,4323,178,32041,209,171,164,166,90,2430,1060,19610,4360,0.222335543
91.3,6.68,17145,69052,1.45,50,1536,4207,181,33448,207,197,130,138,0,2110,1124,19838,4445,0.224064926
91.4,6.69,16634,66540,1.35,63,1391,3868,163,32158,255,158,118,70,26,2322,1046,19092,4227,0.221401634
91.5,6.68,17236,69554,1.3,34,1824,4422,175,33993,228,154,187,122,43,2183,1006,19082,4401,0.230636202
91.6,6.68,16684,65844,1.46,72,1660,4521,167,31048,130,134,155,142,0,2126,969,18863,4216,0.223506335
91.7,6.67,16798,65837,1.54,59,1430,4216,144,31914,191,139,180,68,119,2143,974,18799,4055,0.215702963
91.8,6.66,16262,63525,1.25,25,1198,3821,140,29942,232,126,111,152,0,2130,1072,18925,4084,0.215799207
91.9,6.66,16085,63540,1.36,44,1304,3670,184,30165,260,138,126,164,62,2268,1001,18522,4297,0.231994385
92,6.66,16277,60825,1.41,44,943,3316,180,26388,271,164,106,59,80,2121,1157,19850,4524,0.22790932
92.1,6.67,17198,65469,1.36,29,1213,3978,192,30506,183,144,138,179,100,2132,1119,19653,4192,0.213300768
92.2,6.67,17033,66079,1.33,22,1373,4161,230,30868,325,149,193,57,0,2179,1062,19237,4473,0.232520663
92.3,6.68,17616,70090,1.38,36,1440,4483,219,33851,233,185,113,140,58,2243,926,19930,4675,0.234570998
92.4,6.69,17226,68058,1.41,27,1365,4098,183,32136,253,145,145,136,0,2408,1122,19625,4588,0.233783439
92.5,6.67,17211,66485,1.44,56,1328,4015,207,30410,305,168,92,109,28,2326,1120,20125,4616,0.22936646
92.6,6.66,17805,70481,1.36,43,1370,4090,168,33480,228,189,151,246,74,2399,1105,20418,4725,0.231413459
92.7,6.65,17365,68276,1.35,49,1516,4112,205,31947,240,166,147,226,0,2184,977,19967,4469,0.223819302
92.8,6.65,16824,65227,1.6,9,1241,3694,154,30531,158,155,119,134,89,2383,986,19381,4487,0.231515402
92.9,6.65,18002,71236,1.38,56,1391,4050,196,35203,220,144,130,106,0,2328,1178,20073,4492,0.223783191
93,6.64,18030,73330,1.5,64,1602,4433,243,36605,153,172,99,184,0,2308,1168,19876,4439,0.223334675
93.1,6.64,17956,70378,1.37,22,1328,4387,175,32681,247,160,176,76,111,2549,1240,20881,4716,0.225851252
93.2,6.64,18922,75474,1.53,51,1860,4351,187,36012,263,176,259,138,39,2394,1301,21391,4984,0.232995185
93.3,6.63,18359,73942,1.34,52,1842,4197,229,36520,139,121,164,121,189,2296,1061,20661,4455,0.215623639
93.4,6.63,18506,79581,1.35,101,2198,5012,258,40665,175,169,203,182,175,2483,1159,20476,4535,0.221478804
93.5,6.6,17688,72323,1.22,61,2021,4866,194,35689,80,195,94,163,26,2248,954,19510,4376,0.224295233
93.6,6.58,17306,68346,1.35,69,1664,4545,168,32201,291,147,138,220,46,2315,1127,19677,4323,0.219698125
93.7,6.58,16667,63954,1.32,67,1478,4169,145,27606,380,170,199,250,0,2521,1131,19981,4403,0.220359341
93.8,6.58,17697,68263,1.47,47,1324,4389,209,31525,181,162,147,200,36,2416,1097,20412,4485,0.219723692
93.9,6.59,18131,69731,1.44,66,1475,4550,213,32050,187,204,188,233,0,2592,1051,20634,4790,0.232141126
94,6.58,17992,68864,1.38,26,1310,4498,220,30679,164,117,130,132,57,2561,1286,20985,4655,0.221825113
94.1,6.58,17928,70940,1.46,64,1808,5230,221,33035,224,186,126,243,116,2659,1089,19777,4509,0.227992112
94.2,6.58,17396,69108,1.32,36,1810,4538,265,31413,196,187,130,161,57,2795,1192,19865,4457,0.22436446
94.3,6.58,17349,66417,1.31,34,1426,4265,184,29446,235,196,166,214,138,2475,1238,20116,4541,0.225740704
94.4,6.57,17282,67153,1.45,41,1580,4345,194,30382,197,150,137,100,27,2623,1208,19698,4730,0.240125901
94.5,6.57,17041,62595,1.47,22,1178,3526,172,27378,139,203,134,150,0,2479,1073,19831,4666,0.235288185
94.6,6.56,17907,68759,1.45,31,1497,4255,249,32024,60,156,148,260,0,2562,1061,20208,4626,0.22891924
94.7,6.56,17748,69303,1.39,70,1608,4588,215,31526,181,141,82,242,71,2561,1246,20281,4749,0.234160051
94.8,6.55,17006,64512,1.35,29,1050,3519,195,28297,282,195,169,86,55,2448,1008,20447,4594,0.224678437
94.9,6.56,17252,66593,1.41,56,1475,3962,185,30777,214,179,116,138,63,2501,1065,19536,4476,0.229115479
95,6.56,17916,72751,1.59,45,1710,4419,253,36231,155,157,154,217,0,2535,1170,19519,4605,0.235923972
95.1,6.55,19170,80389,1.49,89,2216,5973,262,40247,169,130,151,223,93,2874,1275,20380,4555,0.223503435
95.2,6.55,16874,71895,1.28,68,1973,5380,251,37438,262,155,136,161,130,2495,1211,16907,4115,0.243390312
95.3,6.54,16429,72473,1.33,85,1889,4514,207,38886,225,102,208,191,138,2692,873,16981,4115,0.242329663
95.6,6.47,17127,70259,1.42,59,1758,4678,168,34724,209,177,212,214,46,2672,1011,18054,4617,0.255732802
95.7,6.5,15761,63304,1.28,35,1259,4255,159,29948,171,168,230,171,6,2695,1142,17257,4206,0.243727183
95.8,6.51,15098,63600,1.35,35,1601,4730,231,32145,126,149,105,167,82,2589,952,15410,3902,0.2532122
95.9,6.52,14267,60453,1.35,45,1882,5120,198,29873,289,117,137,218,32,2071,834,14587,3497,0.23973401
96,6.53,14341,59387,1.21,68,1594,4632,182,28709,196,143,99,110,23,2255,1119,15147,3734,0.246517462
96.1,6.52,16248,68031,1.42,105,1822,5391,165,32914,233,143,139,255,51,2607,1236,17312,4166,0.240642329
96.2,6.51,16649,68735,1.34,82,1830,5025,156,33193,189,118,241,184,56,2683,1163,17908,4483,0.250335046
96.3,6.5,16292,65597,1.42,72,1619,5041,132,31060,200,150,135,194,57,2568,1004,17535,4278,0.243969204
96.4,6.5,16590,67615,1.35,72,1741,5304,153,32281,206,128,176,281,0,2523,1148,17476,4283,0.245078965
96.5,6.5,15160,61249,1.33,64,1558,4459,147,28593,105,40,94,125,92,2460,1218,16732,4303,0.257171886
96.6,6.5,15916,63493,1.3,64,1797,4475,184,29521,145,103,80,138,34,2586,1142,17619,4250,0.241216868
96.7,6.51,16997,71098,1.35,82,1927,5456,224,35311,259,183,95,193,25,2577,1188,17762,4251,0.239331156
96.8,6.52,15358,61592,1.44,65,1537,4168,167,29148,80,126,133,95,10,2108,1015,16491,4750,0.288035898
96.9,6.53,14731,57077,1.38,26,1025,3712,157,25979,260,163,157,134,60,2099,963,17082,3955,0.231530266
97,6.56,15569,62530,1.42,39,1242,4341,165,29321,206,139,136,173,29,2613,1236,17389,4044,0.232560814
97.1,6.57,17381,69860,1.44,32,1647,5710,152,32376,239,149,104,282,0,3712,1141,18562,4244,0.228639155
97.2,6.58,17170,71642,1.58,67,1815,5850,218,35169,175,155,159,158,32,3017,1276,17573,4338,0.246855972
97.3,6.57,16981,73228,1.33,71,2011,5443,210,36830,228,162,149,268,123,3500,1274,17391,4175,0.240066701
97.7,6.45,13590,56332,1.28,58,1817,4842,163,26749,162,103,95,78,0,2019,1006,14437,3556,0.246311561
97.8,6.46,13124,54607,1.22,39,1567,5336,160,25777,112,117,89,137,7,2261,960,13339,3364,0.252192818
97.9,6.47,14843,63004,1.32,44,1967,5716,212,32659,104,130,138,69,71,2202,906,14302,3386,0.236750105
98,6.47,16253,69786,1.47,88,2004,5639,238,37076,186,153,100,221,34,2333,846,15196,3907,0.257107133
98.1,6.47,15913,66765,1.4,62,2310,5272,205,33573,133,117,88,203,0,2173,1009,16203,3846,0.237363451
98.2,6.46,17483,70308,1.29,92,1640,5164,198,33715,223,111,124,263,74,2388,1127,19005,4370,0.22993949
98.3,6.43,18393,73027,1.47,58,1679,5448,172,33566,173,148,93,282,92,2544,1421,20627,4703,0.228002133
98.4,6.42,19982,80086,1.45,73,1865,6424,257,38191,175,178,163,236,102,2516,1262,21784,4783,0.219564818
98.5,6.4,19685,77938,1.44,66,1784,5741,216,36659,61,176,146,204,0,2656,1337,22209,4928,0.221892026
98.6,6.4,19468,77210,1.34,77,1671,5385,184,35834,216,124,151,316,0,2643,1413,22266,5063,0.227387048
98.7,6.39,17915,67536,1.49,50,1390,4670,141,29024,151,152,155,194,0,2381,1440,21079,4726,0.224204184
99.1,6.28,14731,56399,1.25,43,1105,3476,134,23957,297,166,128,164,0,2350,1038,17968,4158,0.231411398
99.2,6.27,15600,60363,1.23,54,1334,3472,135,26218,221,153,173,256,33,2608,1291,18298,4488,0.245272707
99.3,6.3,16657,65514,1.33,60,1792,4504,165,29528,199,138,80,217,0,2519,1106,19014,4595,0.241664037
99.6,6.43,17096,67896,1.4,60,1585,4961,200,32058,129,138,89,216,24,2373,1274,19112,4237,0.221693177
99.7,6.44,15859,61852,1.37,45,1329,4154,142,27841,203,98,84,184,0,2358,1226,18583,4338,0.233439165
99.8,6.42,17851,73614,1.52,98,2009,4552,227,36274,40,148,44,131,52,2883,1187,19457,4653,0.239142725
99.9,6.39,17350,68224,1.41,55,1576,4711,185,32225,181,150,127,172,62,2560,1042,19210,4393,0.228682978
100,6.38,16676,67955,1.46,84,1705,4450,261,33830,116,112,160,247,71,2361,1251,17895,4066,0.227214306
100.1,6.39,16322,67942,1.36,100,1778,4542,244,35170,161,200,102,215,10,2283,1017,16819,3842,0.22843213
100.2,6.39,16388,64539,1.39,57,1459,4443,159,30800,40,115,101,204,113,2337,1066,18114,3968,0.219057083
100.3,6.39,16397,66182,1.34,51,1672,4414,211,31940,227,157,141,216,10,2255,1142,18151,4064,0.22389951
100.4,6.4,16924,65836,1.38,62,1422,4476,156,30402,187,171,126,197,65,2640,1163,19009,4277,0.224998685
100.5,6.42,17643,68082,1.43,17,1432,4380,173,31465,181,157,134,242,0,2656,1237,19828,4395,0.221656244
100.6,6.43,17715,69807,1.48,39,1390,4700,188,33483,241,105,190,304,51,2613,1390,19431,4296,0.221090011
100.7,6.43,18242,75927,1.42,105,1979,5218,238,39299,118,74,73,218,72,2993,1207,18362,4388,0.23897179
100.8,6.44,18595,79493,1.31,90,2320,5856,250,40955,187,165,153,399,21,3318,1276,18459,4374,0.236957582
100.9,6.44,17341,73125,1.41,101,2503,5381,213,37607,62,94,51,213,0,3470,1155,16384,4146,0.253051758
101,6.42,15390,63756,1.31,76,1844,4907,207,30624,135,113,62,315,89,3066,1160,15959,3923,0.245817407
101.4,6.24,16820,72699,1.37,101,2052,5725,277,38255,247,129,57,273,62,2714,1130,16220,4037,0.248890259
101.5,6.24,14129,58676,1.31,81,1543,3936,182,29288,208,117,107,217,29,2340,1081,14812,3602,0.243181204
101.6,6.24,12800,50846,1.37,56,1233,3255,95,22612,151,161,93,218,80,2248,1080,14715,3586,0.243696908
101.7,6.23,13797,53878,1.33,63,1278,3404,120,24449,205,129,93,230,0,2222,1113,15804,3742,0.2367755
101.8,6.23,15869,68609,1.36,55,2107,4920,197,35146,246,176,152,229,149,2652,1019,15913,4067,0.255577201
101.9,6.25,16518,73153,1.39,108,2140,5094,246,39806,199,118,59,275,0,2778,1127,15848,3850,0.242932862
102,6.27,14456,58983,1.36,61,1423,4030,140,28192,215,102,92,236,0,2499,1075,15647,4003,0.255831789
102.1,6.3,16009,65757,1.42,83,1554,4554,176,31926,340,143,68,256,37,2721,1202,17337,4241,0.24462133
102.2,6.34,16640,68255,1.47,78,1602,4489,178,33137,252,118,73,216,65,2868,1287,18060,4434,0.24551495
102.3,6.38,17543,71134,1.55,57,1594,5327,155,33879,126,138,88,322,96,3133,1377,18774,4612,0.24565889
102.5,6.46,14957,61926,1.33,36,1372,4428,171,31047,257,121,93,216,14,2554,1169,15342,3784,0.246643202
102.6,6.47,15153,63483,1.45,73,1852,4954,200,30646,145,120,116,257,30,2859,1173,15718,3852,0.245069347
102.7,6.46,17198,73517,1.38,106,1999,5136,227,37292,330,163,116,283,0,2769,1326,17708,4176,0.235825616
102.8,6.46,17178,71435,1.34,75,1981,5340,177,35647,142,131,149,274,10,2435,1262,18106,4267,0.235667734
102.9,6.46,16831,68325,1.34,71,1652,4958,210,32721,259,148,139,307,46,2487,1209,18154,4377,0.241103889
103,6.46,17673,74911,1.35,87,2062,5726,207,37141,246,108,98,220,81,2823,1282,18863,4312,0.228595663
103.1,6.46,18775,79697,1.47,71,2234,6602,183,41300,165,149,83,260,0,2911,1218,18547,4275,0.230495498
103.2,6.46,17138,73514,1.38,79,1989,5867,225,38568,76,170,78,286,84,2731,1124,16580,4095,0.246984318
103.3,6.47,14908,63432,1.38,51,1842,4709,184,32730,171,84,47,200,29,2755,1134,14579,3789,0.259894369
103.4,6.48,15173,64273,1.3,93,1668,3928,211,32585,259,148,75,262,39,2462,1149,15754,4059,0.257648851
103.5,6.5,16174,67391,1.45,83,1850,4001,228,33964,209,140,87,284,0,2439,1061,17179,4495,0.261656674
103.6,6.52,17323,77952,1.32,157,3518,4917,340,42105,285,188,85,329,61,2510,1132,16276,4528,0.278201032
103.7,6.53,16914,71025,1.37,115,2138,4826,218,36045,189,150,117,242,32,2298,1235,17485,4295,0.245639119
103.8,6.54,15589,61702,1.36,54,1455,3996,171,28641,222,176,88,230,0,2238,1107,17739,4109,0.231636507
103.9,6.54,17831,72109,1.31,75,1534,4682,212,34887,409,123,131,244,41,2719,1404,19471,4566,0.234502594
104,6.55,18100,74751,1.41,80,1804,5113,178,36710,270,194,202,356,95,2850,1386,19369,4341,0.224121018
104.1,6.56,18063,75907,1.61,88,1981,5355,186,37696,376,142,134,305,52,2691,1527,19099,4615,0.241635688
104.2,6.56,17989,73774,1.47,66,1643,4722,194,36584,203,161,80,323,0,2856,1216,19699,4539,0.230417788
104.3,6.55,19280,79322,1.55,98,2012,5663,192,39556,192,149,35,350,0,2837,1365,20472,4651,0.227188355
104.4,6.53,18385,74017,1.49,76,1843,5195,185,35048,247,146,182,352,0,2850,1443,20153,4574,0.226963727
104.5,6.52,17974,72824,1.4,58,1921,5421,159,33736,241,164,120,428,40,2965,1423,19827,4643,0.234175619
104.6,6.53,16538,66042,1.38,73,1689,4483,153,29975,189,125,78,344,0,2837,1274,19207,4346,0.226271672
104.7,6.52,12324,43893,1.23,35,751,1825,80,15821,99,78,33,112,34,2360,1285,16441,3835,0.233258318
