Location,Site,Section,sample,top,bottom,mp,water_content_pc,water_content_err,dry_mass_pc,dry_mass_err,density_gcm3,density_gcm3_err,P_ICP,P_ICP_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,As_ICP,As_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,Pb_ICP,Pb_ICP_sd,Th_ICP,Th_ICP_sd
South Georgia,POB4,POB_1A,15,30,31.3,30.7,80.91306723,4.045653362,19.08693277,1.908693277,0.284660931,0.028466093,1080.166565,21.00400081,14646.93584,2636.448451,10257.53787,1333.479923,3467.200549,485.4080769,307.9874746,36.95849695,20564.29548,3701.573186,2.473175222,0.173122266,6.592493378,3.559946424,12.11149021,1.695608629,27.24508388,2.452057549,1.469099453,0.023629116,19.43994355,3.110390968,72.5248179,1.450496358,64.73610834,3.236805417,48.25912412,0.401465813,1.364142493,0.025521769
South Georgia,POB4,POB_1A,16,31.5,32.9,32.2,86.57066984,4.328533492,13.42933016,1.342933016,0.227620798,0.02276208,2008.828127,62.5916054,3544.338812,637.9809862,8147.851933,1059.220751,1433.304327,200.6626058,55.99665262,6.719598314,5244.470443,944.0046797,1.547300194,0.108311014,5.377096226,2.903631962,19.13155615,2.678417861,25.16989811,2.26529083,2.394824774,0.021513096,10.62932459,1.700691934,68.40901103,1.368180221,25.7005601,1.285028005,29.17530872,0.057445879,1.229997239,0.012913019
South Georgia,POB4,POB_1A,19,36.1,37.4,36.8,82.88293446,4.144146723,17.11706554,1.711706554,0.353840775,0.035384077,2231.066565,59.9771842,3651.465906,657.2638631,8012.02176,1041.562829,1715.231415,240.1323981,81.9905042,9.838860504,4933.407235,888.0133023,1.231904717,0.08623333,3.206884305,1.731717525,12.90608826,1.806852356,10.81225849,0.973103264,2.183842448,0.05133278,10.48840983,1.678145573,59.5129419,1.190258838,31.58940291,1.579470146,15.97939879,0.106041706,1.426380876,0.018198067
South Georgia,POB4,POB_1A,21,39.2,40.6,39.9,80.56500294,4.028250147,19.43499706,1.943499706,0.387821946,0.038782195,1729.067606,54.83609426,5174.632753,931.4338955,9920.866738,1289.712676,3407.847355,477.0986297,166.6758881,20.00110657,9924.075645,1786.333616,2.172669917,0.152086894,3.283013484,1.772827281,14.36589299,2.011225019,14.76699588,1.329029629,2.108195242,0.028593466,13.77189749,2.203503598,122.9882961,2.459765922,38.30388391,1.915194196,9.011207172,0.113395503,1.441766139,0.02403531
South Georgia,POB4,POB_1A,24,43.8,45.1,44.4,76.58466676,3.829233338,23.41533324,2.341533324,0.472476347,0.047247635,2170.917687,68.19357041,7122.822788,1282.108102,10188.18441,1324.463973,3497.062219,489.5887107,169.9904676,20.39885611,9286.226748,1671.520815,1.822061766,0.127544324,4.003302375,2.161783283,17.60350666,2.464490932,12.98468362,1.168621526,2.384540089,0.027573287,5.751736844,0.920277895,130.7410525,2.61482105,74.87357579,3.74367879,12.32866657,0.090157301,1.561973031,0.011050293
South Georgia,POB4,POB_1A,28,49.9,51.2,50.5,87.59589429,4.379794715,12.40410571,1.240410571,0.244004662,0.024400466,2171.860898,69.99185723,3469.760214,624.5568385,8486.165584,1103.201526,895.9237859,125.42933,20.82763897,2.499316676,5236.857966,942.6344339,1.744792146,0.12213545,4.960356243,2.678592371,15.80996096,2.213394534,11.42068754,1.027861879,2.849946484,0.059820102,7.570509804,1.211281569,72.8129235,1.45625847,17.18374497,0.859187249,29.57490275,0.314279561,0.888794411,0.004728319
South Georgia,POB4,POB_1E,170,200.2,201.3,200.7,90.43033688,4.521516844,9.569663124,0.956966312,0.19553168,0.019553168,1174.207943,27.83118166,2400.357628,432.064373,8642.477927,1123.522131,801.6977423,112.2376839,36.65682759,4.398819311,4216.267239,758.928103,2.271954503,0.159036815,5.449026456,2.942474286,21.7488349,3.044836886,13.08869613,1.177982652,1.471227527,0.026968532,7.201458477,1.152233356,74.88881968,1.497776394,61.85187886,3.092593943,25.45986142,0.240470523,1.206578596,0.004531403
South Georgia,POB4,POB_1E,174,205.3,206.4,205.9,92.65904727,4.632952364,7.340952726,0.734095273,0.11158136,0.011158136,671.203386,21.6162379,1952.523172,351.454171,8972.566944,1166.433703,425.2372973,59.53322162,16.04081162,1.924897394,4463.205174,803.3769313,2.357841082,0.165048876,5.732386915,3.095488934,16.99716777,2.379603488,22.19696967,1.99772727,1.345030318,0.019990451,4.507072476,0.721131596,72.70995502,1.4541991,15.96434618,0.798217309,24.59674485,0.057426185,0.498424917,0.001616171
South Georgia,POB4,POB_1E,177,209.4,210.5,209.9,91.19679578,4.559839789,8.803204222,0.880320422,0.184025974,0.018402597,966.3699976,20.32549599,1898.735746,341.7724343,8491.223715,1103.859083,479.5621493,67.1387009,18.24332469,2.189198963,3877.868341,698.0163014,2.288764835,0.160213538,5.73476091,3.096770891,15.82014281,2.214819993,207.3506979,18.66156281,1.34312097,0.020569108,4.923991974,0.787838716,67.97188086,1.359437617,17.51428395,0.875714198,16.06999202,0.145313495,0.615251165,0.00252605
South Georgia,POB4,POB_1E,183,217.6,218.5,218.1,93.17786444,4.658893222,6.822135563,0.682213556,0.106073404,0.01060734,830.0212998,22.185493,2695.909694,485.2637449,9941.343133,1292.374607,529.7623669,74.16673137,32.86168706,3.943402447,4178.753143,752.1755657,1.831540327,0.128207823,4.562006327,2.463483417,11.60136026,1.624190436,57.54928203,5.179435383,1.317793379,0.019651115,7.110169989,1.137627198,70.86899848,1.41737997,22.20522155,1.110261078,115.411572,0.355868611,0.641280303,0.004974302
South Georgia,POB4,POB_1F,196,225.1,226.2,225.7,91.46775887,4.573387944,8.532241127,0.853224113,0.159526515,0.015952652,332.5460231,9.544861073,1636.161804,294.5091247,8036.188927,1044.704561,239.9609433,33.59453206,13.73734444,1.648481333,3149.824249,566.9683648,1.671684594,0.117017922,2.913948883,1.573532397,9.523847911,1.333338708,35.48721301,3.193849171,0.884469773,0.011338154,1.954388234,0.312702117,60.2839156,1.205678312,6.231949264,0.311597463,48.65092158,0.270511984,0.284786898,0.002578236
South Georgia,POB4,POB_1F,202,232.5,233.6,233,92.54821457,4.627410728,7.451785434,0.745178543,0.12286014,0.012286014,578.8355274,17.08665057,2275.428244,409.5770839,9021.726802,1172.824484,404.7141991,56.65998787,23.62240835,2.834689002,4389.785606,790.1614091,1.860401504,0.130228105,3.683960219,1.989338518,13.80788066,1.933103292,42.23221979,3.800899781,0.954620511,0.010520703,5.415923636,0.866547782,67.43528434,1.348705687,13.29588723,0.664794362,72.78166024,0.353590613,0.422268804,0.001741391
South Georgia,POB4,POB_1F,208,240,241.2,240.6,94.84422598,4.742211299,5.155774016,0.515577402,0.082653186,0.008265319,887.8556839,18.59079547,2277.679057,409.9822303,10544.59845,1370.797799,635.2336126,88.93270576,24.65931035,2.959117242,5231.685567,941.7034021,2.802748414,0.196192389,5.391831445,2.91158898,14.92214734,2.089100628,46.48458085,4.183612277,1.363549419,0.014129066,4.959223953,0.793475832,82.83945348,1.65678907,20.32915458,1.016457729,90.03156615,0.924335535,0.741534111,0.002353096
South Georgia,POB4,POB_1F,214,247.5,248.6,248.1,94.34611577,4.717305788,5.653884233,0.565388423,0.106683317,0.010668332,464.6930334,12.47778153,2042.795722,367.70323,8968.649431,1165.924426,459.637987,64.34931818,13.50241736,1.620290083,3241.653667,583.4976601,1.926502972,0.134855208,4.02395169,2.172933913,10.17779359,1.424891103,23.71024737,2.133922263,0.862529439,0.005120218,1.945082871,0.311213259,55.84615278,1.116923056,6.052702857,0.302635143,44.76418348,0.152521811,0.318385384,0.001225597
South Georgia,POB4,POB_1F,219,253.8,254.8,254.3,94.85220787,4.742610394,5.147792125,0.514779213,0.093895238,0.009389524,201.5790203,5.120462652,1285.141199,231.3254158,4373.699825,568.5809773,236.7761308,33.14865831,18.17379999,2.180855999,1807.117493,325.2811487,0.647566018,0.045329621,1.582772706,0.854697261,8.033188139,1.124646339,25.39532485,2.285579237,0.399140799,0.005701413,2.271856043,0.363496967,25.8328521,0.516657042,5.534555725,0.276727786,45.74739094,0.300894302,0.227814127,0.000626946
South Georgia,POB4,POB_1G,233,261.6,262.8,262.2,91.34502967,4.567251484,8.654970326,0.865497033,0.1619375,0.01619375,813.1351694,14.9860126,1950.222813,351.0401063,7256.928377,943.400689,574.5576061,80.43806485,24.23235418,2.907882502,3991.017213,718.3830983,1.443267563,0.101028729,9.999500351,5.39973019,10.24211808,1.433896531,31.59199718,2.843279746,1.461004447,0.015601598,3.871192804,0.619390849,51.75566547,1.035113309,9.516171179,0.475808559,30.94142556,0.423036554,0.468767551,0.004908183
South Georgia,POB4,POB_1G,239,269.2,270.5,269.8,93.19843305,4.659921652,6.80156695,0.680156695,0.099317496,0.00993175,425.3829367,18.56220687,1568.014343,282.2425817,7462.65519,970.1451747,346.0266111,48.44372555,14.56412053,1.747694464,2699.838692,485.9709646,1.456088618,0.101926203,17.12642515,9.248269581,9.86205407,1.38068757,15.11042647,1.359938382,0.861395442,0.017091436,2.308066582,0.369290653,48.13166038,0.962633208,5.600471694,0.280023585,28.84773451,0.27246347,0.342693196,0.001457441
South Georgia,POB4,POB_1G,247,279.3,280.2,279.8,93.64469544,4.682234772,6.355304561,0.635530456,0.126023663,0.012602366,464.330814,8.286072513,2138.566653,384.9419975,8323.24976,1082.022469,398.3652226,55.77113116,20.15023558,2.41802827,3268.44694,588.3204492,2.63312534,0.184318774,3.329343119,1.797845284,12.39444387,1.735222142,39.54360665,3.558924599,1.119775779,0.007075211,3.821377503,0.6114204,60.20617388,1.204123478,9.370726445,0.468536322,33.47544801,0.136192961,0.465689388,0.004429758
South Georgia,POB4,POB_1G,255,289.2,290.5,289.9,83.43390983,4.171695491,16.56609017,1.656609017,0.348804945,0.034880495,579.0847532,14.41912463,15730.80848,2831.545526,13598.18409,1767.763932,4919.116227,688.6762718,352.5481927,42.30578312,18342.39711,3301.63148,6.955406341,0.486878444,12.05066927,6.507361406,20.23444592,2.832822429,69.88848099,6.289963289,1.629986772,0.014393073,24.15652,3.8650432,197.9058749,3.958117498,111.2427285,5.562136425,19.13663003,0.179405008,2.727952899,0.028187007
South Georgia,POB4,POB_1G,256,290.6,291.8,291.2,89.59471273,4.479735636,10.40528727,1.040528727,0.190715909,0.019071591,894.0931062,21.68859036,6294.95273,1133.091491,10311.45872,1340.489634,2268.690552,317.6166773,117.3138045,14.07765654,6912.68922,1244.28406,3.949802257,0.276486158,42.27735077,22.82976942,14.53213098,2.034498337,55.97334616,5.037601154,1.353816057,0.016772335,12.63113542,2.020981667,120.4252189,2.408504378,42.9652108,2.14826054,25.84355744,0.078327468,1.279033235,0.001013569
South Georgia,POB4,POB_1G,261,297.2,298.5,297.9,73.63738122,3.681869061,26.36261878,2.636261878,0.443658217,0.044365822,1627.066722,52.8906217,11160.82394,2008.948309,11223.59004,1459.066705,3699.908054,517.9871276,291.1229472,34.93475366,14247.36154,2564.525077,9.889110995,0.69223777,9.722134768,5.249952775,24.62419533,3.447387346,80.21168655,7.21905179,2.287900277,0.064792919,9.795083632,1.567213381,112.2832022,2.245664044,81.06453324,4.053226662,10.42133897,0.06094422,1.451699558,0.012624055
South Georgia,POB4,POB_1H,270,299.6,300.9,300.3,85.04125927,4.252062964,14.95874073,1.495874073,0.259664835,0.025966484,3090.220757,115.9012115,12500.20752,2250.037354,16886.46117,2195.239952,3646.803466,510.5524852,347.2391734,41.66870081,32077.88146,5774.018663,21.31568752,1.492098126,34.08957406,18.40836999,38.63072038,5.408300853,87.03952565,7.833557309,5.190975617,0.045419571,18.01037848,2.881660557,133.9471098,2.678942196,68.70367736,3.435183868,20.04870982,0.122531946,2.678935817,0.023953478
South Georgia,POB4,POB_1H,272,302.4,303.6,303,78.90146748,3.945073374,21.09853252,2.109853252,0.432005291,0.043200529,2331.368208,73.21238282,16569.8395,2982.57111,14057.62029,1827.490638,4842.543624,677.9561074,490.1014482,58.81217378,36789.89387,6622.180897,15.52308099,1.086615669,23.68744542,12.79122053,33.26418497,4.656985896,79.02378554,7.112140699,5.124775373,0.106965093,13.69513286,2.191221258,127.6030216,2.552060432,115.7826807,5.789134035,18.58875346,0.157438914,1.569478967,0.01621365
South Georgia,POB4,POB_1H,274,305.3,306.6,305.9,86.3766506,4.31883253,13.6233494,1.36233494,0.243198898,0.02431989,4721.245763,121.2841094,8247.619338,1484.571481,13624.79416,1771.223241,3402.546149,476.3564609,239.0903954,28.69084745,26021.27236,4683.829025,21.67941523,1.517559066,35.17565751,18.99485506,45.29733791,6.341627307,101.2819468,9.115375212,5.769286168,0.126261835,21.72799433,3.476479093,128.8300513,2.576601026,55.26303448,2.763151724,24.63084169,0.201796551,3.02416282,0.02924421
South Georgia,POB4,POB_1H,276,308.2,309.4,308.8,65.16975058,3.258487529,34.83024942,3.483024942,0.778120833,0.077812083,1962.559975,48.30314302,14724.84168,2650.471502,19494.21991,2534.248588,4421.022099,618.9430939,541.6825199,65.00190239,36212.99526,6518.339147,9.290702511,0.650349176,14.04871516,7.586306186,29.02224828,4.063114759,52.25471702,4.702924532,3.659401843,0.04134953,9.303301727,1.488528276,133.9399585,2.67879917,93.28975023,4.664487512,12.13971522,0.068138888,1.293202448,0.008141016
South Georgia,POB4,POB_1H,277,309.6,310.8,310.2,82.18430373,4.109215186,17.81569627,1.781569627,0.402282913,0.040228291,3444.844516,69.86488702,7878.350892,1418.103161,12165.51804,1581.517345,2625.390604,367.5546846,243.3277645,29.19933174,20008.60084,3601.548151,14.44037855,1.010826499,19.94911921,10.77252437,28.09458533,3.933241946,67.51896284,6.076706656,3.607541692,0.028358078,11.67206626,1.867530602,105.0074043,2.100148086,61.45629267,3.072814634,16.65107824,0.14484984,1.37409585,0.006241272
South Georgia,POB4,POB_1H,278,311,312.3,311.6,73.82016942,3.691008471,26.17983058,2.617983058,0.551424908,0.055142491,2742.347817,64.22409106,14537.39396,2616.730913,15794.03329,2053.224328,4474.472088,626.4260923,423.111152,50.77333824,33032.06278,5945.7713,12.56212916,0.879349041,15.67025973,8.461940254,25.59770028,3.583678039,63.49918772,5.714926895,4.340333927,0.075308846,11.91640619,1.90662499,125.9626009,2.519252018,115.2319134,5.76159567,12.09852775,0.054462844,1.981388673,0.037744579
South Georgia,POB4,POB_1H,280,313.9,315,314.5,83.55450034,4.177725017,16.44549966,1.644549966,0.313848004,0.0313848,4060.33549,127.3835128,7193.854426,1294.893797,11276.85495,1465.991144,3096.819244,433.5546942,190.7229967,22.8867596,20925.5976,3766.607568,14.48485992,1.013940194,18.87710919,10.19363896,30.20500262,4.228700367,82.76241771,7.448617594,4.326918938,0.120992789,19.91261683,3.186018693,108.7867895,2.17573579,65.56328144,3.278164072,17.77680326,0.109553301,2.414207764,0.029918107
South Georgia,POB4,POB_1H,283,317.9,319.1,318.5,76.69607692,3.834803846,23.30392308,2.330392308,0.446380071,0.044638007,2635.941045,88.03048122,11138.50842,2004.931516,14904.72937,1937.614818,4096.13412,573.4587768,442.519536,53.10234432,28301.33094,5094.239569,9.023084761,0.631615933,14.85745808,8.023027363,29.78720381,4.170208533,56.98595731,5.128736158,3.297601536,0.05581927,6.560186669,1.049629867,131.0377341,2.620754682,83.99848305,4.199924153,13.17633232,0.063570575,0.737840776,0.01099932